frame_number,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z
1,6.742401596894117,0.8099117532265261,-7.030317678542093,2.3735175132751465,3.444746354830386e-08,1.6903456449508667
2,2.0098933810035486,-0.15906965815406693,-5.0391713671694545,2.7609989643096924,-1.3482531358022243e-07,1.4918174743652344
3,0.20660673998614143,-2.5199849208313045,12.702405096349876,0.1964837908744812,-1.2501700119571524e-08,0.08180432766675949
4,2.0862584491005514,13.771496826136186,2.164832061537622,1.4166069030761719,-4.7116470724972714e-09,2.9912447929382324
5,4.839338886637966,5.649530487048304,-9.568838391346288,-0.6608095765113831,-3.141592502593994,-0.7083084583282471
6,-0.5694088979665048,5.484891554035528,2.9310455648636227,1.082245111465454,-2.3065371834718462e-08,-3.038149118423462
7,-5.675821292908433,7.89056994694235,14.673012135444186,0.5850655436515808,9.15729572170676e-08,-2.518019676208496
8,-4.385210234663285,10.623825106702412,-6.021508177541078,-1.0882002115249634,-3.141592502593994,0.39146730303764343
9,-1.255996593390302,0.45307825739103214,-2.812437909025648,2.6983447074890137,-1.0574732556278832e-07,-1.9170001745224
10,-2.5619307685053156,9.657215262793327,5.9766754474065635,1.0317084789276123,5.588726281757772e-08,-2.88227915763855
11,-10.059862548021382,-6.852765975252377,-3.678389157273515,1.8642677068710327,1.1968345203783315e-09,-0.9728004932403564
12,1.2570560091494274,2.558728995791699,5.0866591981833285,0.5108340382575989,5.035805994424436e-09,2.6849441528320312
13,-15.569162617540812,0.5919691113860184,-5.632953157204928,1.9177151918411255,2.003367285396962e-07,-1.608799934387207
14,0.7414421387847998,8.32224189878473,-8.35475717136623,-0.7854250073432922,3.141592502593994,-0.08885698020458221
15,-6.978077300105774,-9.205991571155119,-6.47515102421199,2.0816898345947266,-1.2189886433588981e-08,-0.6485971212387085
16,9.072663498802093,-1.1184395201797326,-2.78559086359154,1.8665820360183716,-1.388234238675068e-07,1.4481395483016968
17,-3.0762443394360526,-4.2557562417984816,8.793506275291993,0.5383315086364746,8.103915405399675e-08,-0.6258931159973145
18,9.169626256416562,-8.70519955878014,8.36855355361064,0.9861173629760742,1.7144010655556485e-08,0.8113745450973511
19,19.602684344121055,-12.394822919397972,6.815961729880495,1.2849589586257935,-8.909010773550108e-08,1.0069631338119507
20,-6.870672084259792,-10.630250413442708,-1.827542043149785,1.714191198348999,-4.880869042267477e-09,-0.5737924575805664
21,-1.3870045043821637,11.00667135222646,2.3796161834994227,1.359496831893921,-4.7793129454021255e-08,-3.0162384510040283
22,-4.970135015161958,-3.9184955554720227,7.996318125641655,0.6695336699485779,3.324137409776995e-08,-0.9031636714935303
23,-8.151000336025241,14.70713130716373,-0.2793619759833226,1.5874089002609253,2.1421550400191336e-07,-2.635514736175537
24,6.451500467899666,-0.35268473521316857,-6.114844022601841,2.3286657333374023,5.930687052568828e-09,1.5161837339401245
25,9.969903420523366,-4.728881618151884,1.161574371311656,1.4659156799316406,1.946609984315728e-09,1.1279064416885376
26,-6.540620240838689,-0.8937858983561924,-2.838576285209487,1.9768909215927124,8.827201014582897e-08,-1.4349863529205322
27,18.204387858777714,-3.421972130024419,7.306163661353878,1.1950985193252563,8.789766070549376e-08,1.384989619255066
28,-15.536261165931318,11.594863519212943,9.847013059097694,1.1008129119873047,-6.712097189165434e-08,-2.2119314670562744
29,7.062791248533907,0.8787213979698505,-4.182768921866821,2.102118968963623,1.1298730839826021e-07,1.6945760250091553
30,6.53300055019891,-8.10727059300464,1.1477288700088184,1.4610073566436768,1.0488843571465623e-07,0.6782796382904053
31,8.048860502185988,14.869114908597304,0.19899811020659575,1.5590273141860962,1.54291399212525e-07,2.645442485809326
32,-9.489730431551864,-3.7288752339971727,12.11785452398188,0.6994844079017639,6.385734252489783e-08,-1.1963928937911987
33,7.950061832968241,2.247108275575278,-10.040968149809443,2.453113317489624,-3.971752704501341e-09,1.8462635278701782
34,6.336015298231149,8.072607892500487,6.33985487177686,1.0173993110656738,-5.244955758598735e-08,2.4761404991149902
35,-0.43704823796376946,12.62057521446175,5.620684755388151,1.1520313024520874,6.807695029920069e-08,-3.1069767475128174
36,-5.934868489636559,-10.243652045134136,10.876373117749418,0.827738344669342,2.286578393295713e-08,-0.525112509727478
37,-2.8481747311360723,-14.197587717447046,7.883334287542747,1.0722534656524658,-2.2098211260868084e-08,-0.1979818046092987
38,-6.619746618022542,7.481337533275209,-11.411819226174828,-0.719039797782898,3.141592502593994,0.7243729829788208
39,6.860245293822727,1.482717997004104,14.503316217036916,0.4507123827934265,2.7759369913837872e-08,1.7836540937423706
40,2.6923831608322493,-7.137671850177464,8.40342474275944,0.7371047139167786,-3.0418785712527097e-08,0.36070460081100464
41,-8.290371671764477,8.499495119670238,5.153261905426992,1.1613051891326904,1.0889775836631088e-07,-2.3686490058898926
42,4.518485677815621,3.6929473095121352,-5.821712542875571,2.3550007343292236,-1.3949750155006768e-07,2.255995988845825
43,3.4889193654830652,-6.077942510436203,6.987295980839809,0.7868871092796326,1.304025953885457e-08,0.5211048126220703
44,0.7147873544313215,20.725074707571387,6.303433923383145,1.2757065296173096,-1.0291676488805024e-07,3.1071174144744873
45,-3.34584078468608,-7.364993311831631,-3.746621956651252,2.00453519821167,-1.828851203811155e-08,-0.42641544342041016
46,2.6004624787964437,-0.08919640152136155,12.500961023144171,0.2052132934331894,-5.556131554840249e-08,1.53650963306427
47,-10.746153187549272,2.4495675599299354,-0.36037059516257475,1.6034809350967407,3.7063422553273995e-08,-1.7949153184890747
48,1.3798151761568436,-6.965295555536876,-6.007661035098745,2.273005485534668,-1.634264101824101e-08,0.1955665946006775
49,-15.790547858443636,8.327740700477428,4.871012301180151,1.3044248819351196,-1.2426394846443145e-07,-2.0561132431030273
50,1.251444825986371,-7.7276677667782705,9.783541176563482,0.6748350858688354,8.45164205287574e-09,0.160549595952034
51,-1.6572440458656619,0.7137214158589575,2.5291991479931353,0.6196807622909546,1.083450271721631e-07,-1.9774577617645264
52,3.0776232932963157,4.000196045525734,13.639147624268393,0.35442036390304565,4.7126686553156105e-08,2.4858107566833496
53,-4.663520315769565,1.0925932989686915,-7.3704333350696905,2.5653111934661865,-1.307833059627228e-07,-1.8009306192398071
54,-2.7364329506925458,5.470302360992811,-4.949164350168976,-0.8905056118965149,3.141592502593994,0.4638350307941437
55,-4.141783609277651,6.402993407048965,-4.558303485992372,2.10955810546875,1.0547678641614766e-07,-2.567434072494507
